Reason,Description,Title,Rationale,condition,Result,ID,command,Policy ID,Remediation,Compliance,Rules
,"The /etc/cron.d directory contains system cron jobs that need to run in a similar manner to the hourly, daily weekly and monthly jobs from /etc/crontab , but require more granular control as to when they run. The files in this directory cannot be manipulated by the crontab command, but are instead edited by system administrators using a text editor. The commands below restrict read/write and search access to user and group root, preventing regular users from accessing this directory.",Ensure permissions on /etc/cron.d are configured.,Granting write access to this directory for non-privileged users could provide them the means for gaining unauthorized elevated privileges. Granting read access to this directory could give an unprivileged user insight in how to gain elevated privileges or circumvent auditing controls.,all,failed,36137,"stat -Lc ""%a %A %u %U %g %G"" /etc/cron.d",sca_distro_independent_linux,Run the following commands to set ownership and permissions on /etc/cron.d : # chown root:root /etc/cron.d # chmod og-rwx /etc/cron.d.,"[{""key"":""cis"",""value"":""5.1.7""},{""key"":""cis_csc_v7"",""value"":""5.1""},{""key"":""cmmc_v2.0"",""value"":""AC.1.002,CM.2.061,SC.3.180""},{""key"":""iso_27001-2013"",""value"":""A.14.2.5,A.8.1.3""},{""key"":""mitre_techniques"",""value"":""T1003,T1011,T1015,T1017,T1019,T1028,T1034,T1035,T1036,T1037,T1044,T1047,T1051,T1053,T1054,T1055,T1058,T1067,T1070,T1072,T1073,T1075,T1076,T1077,T1078,T1080,T1081,T1084,T1086,T1087,T1088,T1089,T1092,T1096,T1097,T1098,T1100,T1110,T1112,T1130,T1133,T1134,T1136,T1137,T1138,T1139,T1142,T1145,T1146,T1147,T1148,T1150,T1156,T1157,T1165,T1166,T1169,T1173,T1174,T1175,T1176,T1177,T1178,T1184,T1187,T1190,T1196,T1197,T1198,T1199,T1200,T1201,T1206,T1208,T1209,T1210,T1214,T1215,T1218,T1485,T1486,T1487,T1488,T1489,T1490,T1491,T1492,T1494,T1495,T1501,T1503,T1504,T1505,T1506,T1525,T1530,T1535,T1537,T1539""},{""key"":""nist_sp_800-53"",""value"":""AU-2,CM-1,CM-2,CM-6,CM-7,IA-5,IA-6,SC-20,SC-21""},{""key"":""pci_dss_v3.2.1"",""value"":""2.2""}]","[{""type"":""command"",""rule"":""c:stat -Lc \""%a %A %u %U %g %G\"" /etc/cron.d -> r:700 && r:0 root 0 root""}]"
,"Configure /etc/cron.allow and /etc/at.allow to allow specific users to use these services. If /etc/cron.allow or /etc/at.allow do not exist, then /etc/at.deny and /etc/cron.deny are checked. Any user not specifically defined in those files is allowed to use at and cron. By removing the files, only users in /etc/cron.allow and /etc/at.allow are allowed to use at and cron. Note that even though a given user is not listed in cron.allow , cron jobs can still be run as that user. The cron.allow file only controls administrative access to the crontab command for scheduling and modifying cron jobs.",Ensure at/cron is restricted to authorized users.,"On many systems, only the system administrator is authorized to schedule cron jobs. Using the cron.allow file to control who can run cron jobs enforces this policy. It is easier to manage an allow list than a deny list. In a deny list, you could potentially add a user ID to the system and forget to add it to the deny files.",all,failed,36138,"stat -L /etc/cron.deny,stat -L /etc/at.deny,stat -Lc ""%a %A %u %U %g %G"" /etc/cron.allow",sca_distro_independent_linux,Run the following commands to remove /etc/cron.deny and /etc/at.deny and create and set permissions and ownership for /etc/cron.allow and /etc/at.allow : # rm /etc/cron.deny # rm /etc/at.deny # touch /etc/cron.allow # touch /etc/at.allow # chmod og-rwx /etc/cron.allow # chmod og-rwx /etc/at.allow # chown root:root /etc/cron.allow # chown root:root /etc/at.allow.,"[{""key"":""cis"",""value"":""5.1.8""},{""key"":""cis_csc_v7"",""value"":""16""}]","[{""type"":""command"",""rule"":""c:stat -L /etc/at.deny -> r:No such file or directory$""},{""type"":""command"",""rule"":""c:stat -L /etc/cron.deny -> r:No such file or directory$""},{""type"":""command"",""rule"":""c:stat -Lc \""%a %A %u %U %g %G\"" /etc/at.allow -> r:600 && r:0 root 0 root""},{""type"":""command"",""rule"":""c:stat -Lc \""%a %A %u %U %g %G\"" /etc/cron.allow -> r:600 && r:0 root 0 root""}]"
,The /etc/ssh/sshd_config file contains configuration specifications for sshd. The command below sets the owner and group of the file to root.,Ensure permissions on /etc/ssh/sshd_config are configured.,The /etc/ssh/sshd_config file needs to be protected from unauthorized changes by non-privileged users.,all,failed,36139,"stat -Lc ""%a %A %u %U %g %G"" /etc/ssh/sshd_config",sca_distro_independent_linux,Run the following commands to set ownership and permissions on /etc/ssh/sshd_config: # chown root:root /etc/ssh/sshd_config # chmod og-rwx /etc/ssh/sshd_config.,"[{""key"":""cis"",""value"":""5.2.1""},{""key"":""cis_csc_v7"",""value"":""5.1""},{""key"":""cmmc_v2.0"",""value"":""AC.1.002,CM.2.061,SC.3.180""},{""key"":""iso_27001-2013"",""value"":""A.14.2.5,A.8.1.3""},{""key"":""mitre_techniques"",""value"":""T1003,T1011,T1015,T1017,T1019,T1028,T1034,T1035,T1036,T1037,T1044,T1047,T1051,T1053,T1054,T1055,T1058,T1067,T1070,T1072,T1073,T1075,T1076,T1077,T1078,T1080,T1081,T1084,T1086,T1087,T1088,T1089,T1092,T1096,T1097,T1098,T1100,T1110,T1112,T1130,T1133,T1134,T1136,T1137,T1138,T1139,T1142,T1145,T1146,T1147,T1148,T1150,T1156,T1157,T1165,T1166,T1169,T1173,T1174,T1175,T1176,T1177,T1178,T1184,T1187,T1190,T1196,T1197,T1198,T1199,T1200,T1201,T1206,T1208,T1209,T1210,T1214,T1215,T1218,T1485,T1486,T1487,T1488,T1489,T1490,T1491,T1492,T1494,T1495,T1501,T1503,T1504,T1505,T1506,T1525,T1530,T1535,T1537,T1539""},{""key"":""nist_sp_800-53"",""value"":""AU-2,CM-1,CM-2,CM-6,CM-7,IA-5,IA-6,SC-20,SC-21""},{""key"":""pci_dss_v3.2.1"",""value"":""2.2""}]","[{""type"":""command"",""rule"":""c:stat -Lc \""%a %A %u %U %g %G\"" /etc/ssh/sshd_config -> r:600 && r:0 root 0 root""}]"
,"An SSH private key is one of two files used in SSH public key authentication. In this authentication method, The possession of the private key is proof of identity. Only a private key that corresponds to a public key will be able to authenticate successfully. The private keys need to be stored and handled carefully, and no copies of the private key should be distributed.",Ensure permissions on SSH private host key files are configured.,"If an unauthorized user obtains the private SSH host key file, the host could be impersonated.",all,passed,36140,"stat -Lc ""%a %A %u %U %g %G"" /etc/ssh/ssh_host_rsa_key,stat -Lc ""%a %A %u %U %g %G"" /etc/ssh/ssh_host_ecdsa_key,stat -Lc ""%a %A %u %U %g %G"" /etc/ssh/ssh_host_ed25519_key",sca_distro_independent_linux,Run the following commands to set ownership and permissions on the private SSH host key files # find /etc/ssh -xdev -type f -name 'ssh_host_*_key' -exec chown root:root {} \; # find /etc/ssh -xdev -type f -name 'ssh_host_*_key' -exec chmod 0600 {} \;.,"[{""key"":""cis"",""value"":""5.2.2""},{""key"":""cis_csc_v7"",""value"":""5.1""},{""key"":""cmmc_v2.0"",""value"":""AC.1.002,CM.2.061,SC.3.180""},{""key"":""iso_27001-2013"",""value"":""A.14.2.5,A.8.1.3""},{""key"":""mitre_techniques"",""value"":""T1003,T1011,T1015,T1017,T1019,T1028,T1034,T1035,T1036,T1037,T1044,T1047,T1051,T1053,T1054,T1055,T1058,T1067,T1070,T1072,T1073,T1075,T1076,T1077,T1078,T1080,T1081,T1084,T1086,T1087,T1088,T1089,T1092,T1096,T1097,T1098,T1100,T1110,T1112,T1130,T1133,T1134,T1136,T1137,T1138,T1139,T1142,T1145,T1146,T1147,T1148,T1150,T1156,T1157,T1165,T1166,T1169,T1173,T1174,T1175,T1176,T1177,T1178,T1184,T1187,T1190,T1196,T1197,T1198,T1199,T1200,T1201,T1206,T1208,T1209,T1210,T1214,T1215,T1218,T1485,T1486,T1487,T1488,T1489,T1490,T1491,T1492,T1494,T1495,T1501,T1503,T1504,T1505,T1506,T1525,T1530,T1535,T1537,T1539""},{""key"":""nist_sp_800-53"",""value"":""AU-2,CM-1,CM-2,CM-6,CM-7,IA-5,IA-6,SC-20,SC-21""},{""key"":""pci_dss_v3.2.1"",""value"":""2.2""}]","[{""type"":""command"",""rule"":""c:stat -Lc \""%a %A %u %U %g %G\"" /etc/ssh/ssh_host_ecdsa_key -> r:600 && r:0 root 0 root""},{""type"":""command"",""rule"":""c:stat -Lc \""%a %A %u %U %g %G\"" /etc/ssh/ssh_host_ed25519_key -> r:600 && r:0 root 0 root""},{""type"":""command"",""rule"":""c:stat -Lc \""%a %A %u %U %g %G\"" /etc/ssh/ssh_host_rsa_key -> r:600 && r:0 root 0 root""}]"
,"An SSH public key is one of two files used in SSH public key authentication. In this authentication method, a public key is a key that can be used for verifying digital signatures generated using a corresponding private key. Only a public key that corresponds to a private key will be able to authenticate successfully.",Ensure permissions on SSH public host key files are configured.,"If a public host key file is modified by an unauthorized user, the SSH service may be compromised.",all,failed,36141,"stat -Lc ""%a %A %u %U %g %G"" /etc/ssh/ssh_host_rsa_key.pub,stat -Lc ""%a %A %u %U %g %G"" /etc/ssh/ssh_host_ecdsa_key.",sca_distro_independent_linux,Run the following commands to set permissions and ownership on the SSH host public key files # find /etc/ssh -xdev -type f -name 'ssh_host_*_key.pub' -exec chmod 0644 {} \; #find /etc/ssh -xdev -type f -name 'ssh_host_*_key.pub' -exec chown root:root {} \;.,"[{""key"":""cis"",""value"":""5.2.3""},{""key"":""cis_csc_v7"",""value"":""5.1""},{""key"":""cmmc_v2.0"",""value"":""AC.1.002,CM.2.061,SC.3.180""},{""key"":""iso_27001-2013"",""value"":""A.14.2.5,A.8.1.3""},{""key"":""mitre_techniques"",""value"":""T1003,T1011,T1015,T1017,T1019,T1028,T1034,T1035,T1036,T1037,T1044,T1047,T1051,T1053,T1054,T1055,T1058,T1067,T1070,T1072,T1073,T1075,T1076,T1077,T1078,T1080,T1081,T1084,T1086,T1087,T1088,T1089,T1092,T1096,T1097,T1098,T1100,T1110,T1112,T1130,T1133,T1134,T1136,T1137,T1138,T1139,T1142,T1145,T1146,T1147,T1148,T1150,T1156,T1157,T1165,T1166,T1169,T1173,T1174,T1175,T1176,T1177,T1178,T1184,T1187,T1190,T1196,T1197,T1198,T1199,T1200,T1201,T1206,T1208,T1209,T1210,T1214,T1215,T1218,T1485,T1486,T1487,T1488,T1489,T1490,T1491,T1492,T1494,T1495,T1501,T1503,T1504,T1505,T1506,T1525,T1530,T1535,T1537,T1539""},{""key"":""nist_sp_800-53"",""value"":""AU-2,CM-1,CM-2,CM-6,CM-7,IA-5,IA-6,SC-20,SC-21""},{""key"":""pci_dss_v3.2.1"",""value"":""2.2""}]","[{""type"":""command"",""rule"":""c:stat -Lc \""%a %A %u %U %g %G\"" /etc/ssh/ssh_host_ecdsa_key. -> r:644 && r:0 root 0 root""},{""type"":""command"",""rule"":""c:stat -Lc \""%a %A %u %U %g %G\"" /etc/ssh/ssh_host_rsa_key.pub -> r:644 && r:0 root 0 root""}]"
,"INFO level is the basic level that only records login activity of SSH users. In many situations, such as Incident Response, it is important to determine when a particular user was active on a system. The logout record can eliminate those users who disconnected, which helps narrow the field. VERBOSE level specifies that login and logout activity as well as the key fingerprint for any SSH key used for login will be logged. This information is important for SSH key management, especially in legacy environments.",Ensure SSH LogLevel is appropriate.,SSH provides several logging levels with varying amounts of verbosity. DEBUG is specifically not recommended other than strictly for debugging SSH communications since it provides so much data that it is difficult to identify important security information.,all,passed,36142,sshd -T,sca_distro_independent_linux,Edit the /etc/ssh/sshd_config file to set the parameter as follows: LogLevel VERBOSE OR LogLevel INFO.,"[{""key"":""cis"",""value"":""5.2.5""},{""key"":""cis_csc_v7"",""value"":""6.2""},{""key"":""cmmc_v2.0"",""value"":""AU.2.042,AU.5.055""},{""key"":""iso_27001-2013"",""value"":""A.12.4.1""},{""key"":""nist_sp_800-53"",""value"":""AU-12,AU-3""},{""key"":""pci_dss_v3.2.1"",""value"":""10.2,10.3""}]","[{""type"":""command"",""rule"":""c:sshd -T -> r:^\\s*LogLevel\\s+VERBOSE|^\\s*loglevel\\s+INFO""}]"
,The X11Forwarding parameter provides the ability to tunnel X11 traffic through the connection to enable remote graphic connections.,Ensure SSH X11 forwarding is disabled.,"Disable X11 forwarding unless there is an operational requirement to use X11 applications directly. There is a small risk that the remote X11 servers of users who are logged in via SSH with X11 forwarding could be compromised by other users on the X11 server. Note that even if X11 forwarding is disabled, users can always install their own forwarders.",all,failed,36143,sshd -T,sca_distro_independent_linux,Edit the /etc/ssh/sshd_config file to set the parameter as follows: X11Forwarding no.,"[{""key"":""cis"",""value"":""5.2.6""},{""key"":""cis_csc_v7"",""value"":""9.2""},{""key"":""cmmc_v2.0"",""value"":""CM.3.068,SC.5.230""},{""key"":""iso_27001-2013"",""value"":""A.13.1.3""},{""key"":""mitre_techniques"",""value"":""T1015,T1051,T1076,T1133,T1200""},{""key"":""nist_sp_800-53"",""value"":""SI-4""},{""key"":""pci_dss_v3.2.1"",""value"":""1.2.1,2.2.2,2.2.5""}]","[{""type"":""command"",""rule"":""c:sshd -T -> r:^\\s*x11Forwarding\\s*\\t*no""}]"
,"The MaxAuthTries parameter specifies the maximum number of authentication attempts permitted per connection. When the login failure count reaches half the number, error messages will be written to the syslog file detailing the login failure.",Ensure SSH MaxAuthTries is set to 4 or less.,"Setting the MaxAuthTries parameter to a low number will minimize the risk of successful brute force attacks to the SSH server. While the recommended setting is 4, set the number based on site policy.",any,failed,36144,sshd -T,sca_distro_independent_linux,Edit the /etc/ssh/sshd_config file to set the parameter as follows: MaxAuthTries 4.,"[{""key"":""cis"",""value"":""5.2.7""},{""key"":""cis_csc_v7"",""value"":""16.13""},{""key"":""cmmc_v2.0"",""value"":""AC.4.032,SI.5.223""},{""key"":""mitre_techniques"",""value"":""T1004,T1021,T1023,T1031,T1034,T1044,T1047,T1050,T1051,T1053,T1054,T1072,T1075,T1076,T1078,T1084,T1089,T1097,T1134,T1152,T1157,T1159,T1160,T1162,T1163,T1165,T1168,T1185,T1197,T1213,T1484,T1489,T1501,T1528,T1530,T1537,T1538""}]","[{""type"":""command"",""rule"":""c:sshd -T -> !r:^# && n:^MaxAuthTries\\s*\\t*(\\d+) compare <= 4""},{""type"":""file"",""rule"":""f:/etc/ssh/sshd_config -> n:^\\s*MaxAuthTries\\s*\\t*(\\d+) compare <= 4""}]"
,The IgnoreRhosts parameter specifies that .rhosts and .shosts files will not be used in RhostsRSAAuthentication or HostbasedAuthentication.,Ensure SSH IgnoreRhosts is enabled.,Setting this parameter forces users to enter a password when authenticating with ssh.,all,passed,36145,sshd -T,sca_distro_independent_linux,Edit the /etc/ssh/sshd_config file to set the parameter as follows: IgnoreRhosts yes.,"[{""key"":""cis"",""value"":""5.2.8""},{""key"":""cis_csc_v7"",""value"":""9.2""},{""key"":""cmmc_v2.0"",""value"":""CM.3.068,SC.5.230""},{""key"":""iso_27001-2013"",""value"":""A.13.1.3""},{""key"":""mitre_techniques"",""value"":""T1015,T1051,T1076,T1133,T1200""},{""key"":""nist_sp_800-53"",""value"":""SI-4""},{""key"":""pci_dss_v3.2.1"",""value"":""1.2.1,2.2.2,2.2.5""}]","[{""type"":""command"",""rule"":""c:sshd -T -> !r:^# && r:ignorerhosts\\s*\\t*yes""}]"
,"The HostbasedAuthentication parameter specifies if authentication is allowed through trusted hosts via the user of .rhosts, or /etc/hosts.equiv, along with successful public key client host authentication. This option only applies to SSH Protocol Version 2.",Ensure SSH HostbasedAuthentication is disabled.,"Even though the .rhosts files are ineffective if support is disabled in /etc/pam.conf, disabling the ability to use .rhosts files in SSH provides an additional layer of protection.",all,passed,36146,sshd -T,sca_distro_independent_linux,Edit the /etc/ssh/sshd_config file to set the parameter as follows: HostbasedAuthentication no.,"[{""key"":""cis"",""value"":""5.2.9""},{""key"":""cis_csc_v7"",""value"":""16.3""},{""key"":""mitre_techniques"",""value"":""T1004,T1017,T1021,T1023,T1031,T1034,T1040,T1044,T1047,T1050,T1051,T1053,T1054,T1072,T1075,T1076,T1078,T1084,T1089,T1097,T1098,T1110,T1114,T1133,T1134,T1136,T1152,T1157,T1159,T1160,T1162,T1163,T1165,T1168,T1185,T1197,T1213,T1484,T1489,T1501,T1528,T1530,T1537,T1538,T1539""},{""key"":""pci_dss_v3.2.1"",""value"":""8.3""}]","[{""type"":""command"",""rule"":""c:sshd -T -> !r:^# && r:HostbasedAuthentication\\s*\\t*no""}]"
,The PermitRootLogin parameter specifies if the root user can log in using ssh. The default is no.,Ensure SSH root login is disabled.,"Disallowing root logins over SSH requires system admins to authenticate using their own individual account, then escalating to root via sudo or su. This in turn limits opportunity for non-repudiation and provides a clear audit trail in the event of a security incident.",all,failed,36147,sshd -T,sca_distro_independent_linux,Edit the /etc/ssh/sshd_config file to set the parameter as follows: PermitRootLogin no.,"[{""key"":""cis"",""value"":""5.2.10""},{""key"":""cis_csc_v7"",""value"":""4.3""},{""key"":""cmmc_v2.0"",""value"":""AC.2.008,IA.1.076,IA.1.077,SC.3.181""},{""key"":""iso_27001-2013"",""value"":""A.9.2.3""},{""key"":""mitre_techniques"",""value"":""T1003,T1017,T1019,T1028,T1035,T1047,T1051,T1053,T1055,T1067,T1072,T1075,T1076,T1077,T1078,T1084,T1086,T1088,T1097,T1098,T1100,T1134,T1136,T1169,T1175,T1176,T1184,T1190,T1206,T1208,T1210,T1214,T1215,T1218,T1495,T1501,T1505,T1525""},{""key"":""pci_dss_v3.2.1"",""value"":""7.1,7.1.1,7.1.2,7.1.3""}]","[{""type"":""command"",""rule"":""c:sshd -T -> !r:^# && r:PermitRootLogin\\s*\\t*no""}]"
,The PermitEmptyPasswords parameter specifies if the SSH server allows login to accounts with empty password strings.,Ensure SSH PermitEmptyPasswords is disabled.,Disallowing remote shell access to accounts that have an empty password reduces the probability of unauthorized access to the system.,all,passed,36148,sshd -T,sca_distro_independent_linux,Edit the /etc/ssh/sshd_config file to set the parameter as follows: PermitEmptyPasswords no.,"[{""key"":""cis"",""value"":""5.2.11""},{""key"":""cis_csc_v7"",""value"":""16.3""},{""key"":""mitre_techniques"",""value"":""T1004,T1017,T1021,T1023,T1031,T1034,T1040,T1044,T1047,T1050,T1051,T1053,T1054,T1072,T1075,T1076,T1078,T1084,T1089,T1097,T1098,T1110,T1114,T1133,T1134,T1136,T1152,T1157,T1159,T1160,T1162,T1163,T1165,T1168,T1185,T1197,T1213,T1484,T1489,T1501,T1528,T1530,T1537,T1538,T1539""},{""key"":""pci_dss_v3.2.1"",""value"":""8.3""}]","[{""type"":""command"",""rule"":""c:sshd -T -> !r:^# && r:PermitEmptyPasswords\\s*\\t*no""}]"
,The PermitUserEnvironment option allows users to present environment options to the ssh daemon.,Ensure SSH PermitUserEnvironment is disabled.,Permitting users the ability to set environment variables through the SSH daemon could potentially allow users to bypass security controls (e.g. setting an execution path that has ssh executing trojan'd programs).,all,passed,36149,sshd -T,sca_distro_independent_linux,Edit the /etc/ssh/sshd_config file to set the parameter as follows: PermitUserEnvironment no.,"[{""key"":""cis"",""value"":""5.2.11""},{""key"":""cis_csc_v7"",""value"":""16.3""},{""key"":""mitre_techniques"",""value"":""T1004,T1017,T1021,T1023,T1031,T1034,T1040,T1044,T1047,T1050,T1051,T1053,T1054,T1072,T1075,T1076,T1078,T1084,T1089,T1097,T1098,T1110,T1114,T1133,T1134,T1136,T1152,T1157,T1159,T1160,T1162,T1163,T1165,T1168,T1185,T1197,T1213,T1484,T1489,T1501,T1528,T1530,T1537,T1538,T1539""},{""key"":""pci_dss_v3.2.1"",""value"":""8.3""}]","[{""type"":""command"",""rule"":""c:sshd -T -> !r:^# && r:PermitUserEnvironment\\s*\\t*no""}]"
,This variable limits the ciphers that SSH can use during communication.,Ensure only strong Ciphers are used.,"Weak ciphers that are used for authentication to the cryptographic module cannot be relied upon to provide confidentiality or integrity, and system data may be compromised The DES, Triple DES, and Blowfish ciphers, as used in SSH, have a birthday bound of approximately four billion blocks, which makes it easier for remote attackers to obtain cleartext data via a birthday attack against a long-duration encrypted session, aka a ""Sweet32"" attack The RC4 algorithm, as used in the TLS protocol and SSL protocol, does not properly combine state data with key data during the initialization phase, which makes it easier for remote attackers to conduct plaintext-recovery attacks against the initial bytes of a stream by sniffing network traffic that occasionally relies on keys affected by the Invariance Weakness, and then using a brute-force approach involving LSB values, aka the ""Bar Mitzvah"" issue The passwords used during an SSH session encrypted with RC4 can be recovered by an attacker who is able to capture and replay the session Error handling in the SSH protocol; Client and Server, when using a block cipher algorithm in Cipher Block Chaining (CBC) mode, makes it easier for remote attackers to recover certain plaintext data from an arbitrary block of ciphertext in an SSH session via unknown vectors The mm_newkeys_from_blob function in monitor_wrap.c, when an AES-GCM cipher is used, does not properly initialize memory for a MAC context data structure, which allows remote authenticated users to bypass intended ForceCommand and login-shell restrictions via packet data that provides a crafted callback address.",none,passed,36150,sshd -T,sca_distro_independent_linux,"Edit the /etc/ssh/sshd_config file add/modify the Ciphers line to contain a comma separated list of the site approved ciphers Example: Ciphers chacha20-poly1305@openssh.com,aes256-gcm@openssh.com,aes128- gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr.","[{""key"":""cis"",""value"":""5.2.13""},{""key"":""cis_csc_v7"",""value"":""14.4""},{""key"":""cmmc_v2.0"",""value"":""SC.3.177,SC.3.185""},{""key"":""iso_27001-2013"",""value"":""A.10.1.1,A.13.1.1""},{""key"":""mitre_techniques"",""value"":""T1040,T1070,T1114,T1119,T1145,T1208,T1492,T1493,T1527,T1530""},{""key"":""pci_dss_v3.2.1"",""value"":""4.1""}]","[{""type"":""command"",""rule"":""c:sshd -T -> r:^Ciphers && r:3des-cbc|aes128-cbc|aes192-cbc|aes256-cbc|arcfour|arcfour128|arcfour256|blowfish-cbc|cast128-cbc|rijndael-cbc@lysator.liu.se""}]"
,This variable limits the types of MAC algorithms that SSH can use during communication.,Ensure only strong MAC algorithms are used.,MD5 and 96-bit MAC algorithms are considered weak and have been shown to increase exploitability in SSH downgrade attacks. Weak algorithms continue to have a great deal of attention as a weak spot that can be exploited with expanded computing power. An attacker that breaks the algorithm could take advantage of a MiTM position to decrypt the SSH tunnel and capture credentials and information.,none,failed,36151,sshd -T,sca_distro_independent_linux,"Edit the /etc/ssh/sshd_config file and add/modify the MACs line to contain a comma separated list of the site approved MACs Example: MACs hmac-sha2-512-etm@openssh.com,hmac-sha2-256-etm@openssh.com,hmac-sha2- 512,hmac-sha2-256.","[{""key"":""cis"",""value"":""5.2.14""},{""key"":""cis_csc_v7"",""value"":""14.4""},{""key"":""cmmc_v2.0"",""value"":""SC.3.177,SC.3.185""},{""key"":""iso_27001-2013"",""value"":""A.10.1.1,A.13.1.1""},{""key"":""mitre_techniques"",""value"":""T1040,T1070,T1114,T1119,T1145,T1208,T1492,T1493,T1527,T1530""},{""key"":""pci_dss_v3.2.1"",""value"":""4.1""}]","[{""type"":""command"",""rule"":""c:sshd -T -> r:MACs && r:hmac-md5|hmac-md5-96|hmac-ripemd160|hmac-sha1|hmac-sha1-96|umac-64@openssh.com|umac-128@openssh.com|hmac-md5-etm@openssh.com|hmac-md5-96-etm@openssh.com|hmac-ripemd160-etm@openssh.com|hmac-sha1-etm@openssh.com|hmac-sha1-96-etm@openssh.com|umac-64-etm@openssh.com|umac-128-etm@openssh.com""}]"
,"Key exchange is any method in cryptography by which cryptographic keys are exchanged between two parties, allowing use of a cryptographic algorithm. If the sender and receiver wish to exchange encrypted messages, each must be equipped to encrypt messages to be sent and decrypt messages received.",Ensure only strong Key Exchange algorithms are used.,"Key exchange methods that are considered weak should be removed. A key exchange method may be weak because too few bits are used, or the hashing algorithm is considered too weak. Using weak algorithms could expose connections to man-in-the-middle attacks.",none,passed,36152,sshd -T,sca_distro_independent_linux,"Edit the /etc/ssh/sshd_config file add/modify the KexAlgorithms line to contain a comma separated list of the site approved key exchange algorithms Example: KexAlgorithms curve25519-sha256,curve25519-sha256@libssh.org,diffie-hellman- group14-sha256,diffie-hellman-group16-sha512,diffie-hellman-group18- sha512,ecdh-sha2-nistp521,ecdh-sha2-nistp384,ecdh-sha2-nistp256,diffie- hellman-group-exchange-sha256.","[{""key"":""cis"",""value"":""5.2.15""},{""key"":""cmmc_v2.0"",""value"":""SC.3.177,SC.3.185""},{""key"":""iso_27001-2013"",""value"":""A.10.1.1,A.13.1.1""},{""key"":""mitre_techniques"",""value"":""T1040,T1070,T1114,T1119,T1145,T1208,T1492,T1493,T1527,T1530""},{""key"":""pci_dss_v3.2.1"",""value"":""4.1""}]","[{""type"":""command"",""rule"":""c:sshd -T -> r:kexalgorithms && r:diffie-hellman-group1-sha1|diffie-hellman-group14-sha1|diffie-hellman-group-exchange-sha1""}]"
,"The two options ClientAliveInterval and ClientAliveCountMax control the timeout of ssh sessions. When the ClientAliveInterval variable is set, ssh sessions that have no activity for the specified length of time are terminated. When the ClientAliveCountMax variable is set, sshd will send client alive messages at every ClientAliveInterval interval. When the number of consecutive client alive messages are sent with no response from the client, the ssh session is terminated. For example, if the ClientAliveInterval is set to 15 seconds and the ClientAliveCountMax is set to 3, the client ssh session will be terminated after 45 seconds of idle time.",Ensure SSH Idle Timeout Interval is configured.,"Having no timeout value associated with a connection could allow an unauthorized user access to another user's ssh session (e.g. user walks away from their computer and doesn't lock the screen). Setting a timeout value at least reduces the risk of this happening.. While the recommended setting is 300 seconds (5 minutes), set this timeout value based on site policy. The recommended setting for ClientAliveCountMax is 0. In this case, the client session will be terminated after 5 minutes of idle time and no keepalive messages will be sent.",all,failed,36153,sshd -T,sca_distro_independent_linux,Edit the /etc/ssh/sshd_config file to set the parameters according to site policy: ClientAliveInterval 300 ClientAliveCountMax 0.,"[{""key"":""cis"",""value"":""5.2.16""},{""key"":""cis_csc_v7"",""value"":""16.11""},{""key"":""cmmc_v2.0"",""value"":""AC.2.010,AC.3.019,IA.3.086""},{""key"":""iso_27001-2013"",""value"":""A.8.1.3""},{""key"":""mitre_techniques"",""value"":""T1031,T1034,T1038,T1044,T1053,T1073,T1076,T1078,T1081,T1088,T1110,T1114,T1145,T1161,T1176,T1213,T1214,T1482,T1484,T1505,T1525,T1527,T1528,T1530""},{""key"":""pci_dss_v3.2.1"",""value"":""10.2.5,8.1.8""}]","[{""type"":""command"",""rule"":""c:sshd -T -> n:ClientAliveCountMax\\s*\\t*(\\d+) compare <= 3""},{""type"":""command"",""rule"":""c:sshd -T -> n:ClientAliveInterval\\s*\\t*(\\d+) compare <= 300 && n:ClientAliveInterval\\s*\\t*(\\d+) compare != 0""}]"
